url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,cuisines,approx_cost_for_two_people,reviews_list,menu_item,listed_in_type,listed_in_city,payMode,Discount,Capacity,Catering
https://www.zomato.com/bangalore/sri-yaksha-shiv-sagar-banashankari?context=eyJzZSI6eyJlIjpbIjE4Mzg2NzcxIiwiMTgzOTEzMTIiLCIxODM5Njc1MiIsIjE4Mzk2NzczIiwxODM3OTY3MiwiMTg0MjI5MDciLCIxODU4MTE5MSIsIjE4NTgxMTQ1IiwiMTg1OTUyNjIiLCIxODU3NjY2NyIsIjE4NTYyOTcwIiwiMTg1NjYxMjEiLCIxODU3MDY4NCIsIjE4NTc0Mjc3IiwiMTg2MDI4MTUiLCIxODYwMjQ5MyIsIjE4NDg3MjE1IiwiMTg0ODkxMjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,940/ 20th Main/ Opposite South Entrance/ BDA Complex/ Banashankari/ Bangalore,Sri Yaksha Shiv Sagar,Yes,No,3.6,24,+91 9731004414 and  and 00 26719449,Banashankari,Casual Dining,North Indian/ Chinese,600,Rated 4.0'/ 'RATED-  nice,notAvailable,Delivery,Banashankari,"Paytm, GPay",30,150,yes
https://www.zomato.com/bangalore/fudge-2-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4MzkxMzEyIiwiMTgzOTY3NTIiLCIxODM5Njc3MyIsIjE4Mzc5NjcyIiwxODQyMjkwNywiMTg1ODExOTEiLCIxODU4MTE0NSIsIjE4NTk1MjYyIiwiMTg1NzY2NjciLCIxODU2Mjk3MCIsIjE4NTY2MTIxIiwiMTg1NzA2ODQiLCIxODU3NDI3NyIsIjE4NjAyODE1IiwiMTg2MDI0OTMiLCIxODQ4NzIxNSIsIjE4NDg5MTIyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,Sri Chakravarthi Complex/ Sajjan Rao Circle/ V.V. Puram/ Basavanagudi/ Bangalore,Fudge,Yes,No,3.8,36,+91 8105952525,Basavanagudi,Dessert Parlor,Desserts/ Momos,200,"Rated 4.0'/ ""RATED-  This is a small outlet near sajjan rao circle. Little difficult to locate as Google maps don't show exact location.--I ordered Desserts/food in following order.--OMG Sundae-Veg Momos-Chocolate fudge-Nachos-Oreo Milkshake--To start with ordered OMG Sundae it was lip smacking in taste and I enjoyed every bit of it.--Followed by veg momos which was good.--Chocolate fudge was tasty too--Nachos were ok--Oreo Milkshake was good.--Decent ambience-Price is little high.-Service is fast and staff are friendly.-Overall a Great place to try Desserts.",notAvailable,Delivery,Banashankari,"CreditCard, DebitCard, Cash",20,110,no
https://www.zomato.com/bangalore/just-bunny-jayanagar?context=eyJzZSI6eyJlIjpbIjE4Mzk2NzUyIiwiMTgzOTY3NzMiLCIxODM3OTY3MiIsIjE4NDIyOTA3IiwxODU4MTE5MSwiMTg1ODExNDUiLCIxODU5NTI2MiIsIjE4NTc2NjY3IiwiMTg1NjI5NzAiLCIxODU2NjEyMSIsIjE4NTcwNjg0IiwiMTg1NzQyNzciLCIxODYwMjgxNSIsIjE4NjAyNDkzIiwiMTg0ODcyMTUiLCIxODQ4OTEyMiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,45/ 6th C Main Road/ 4th Block/ Jayanagar/ Bangalore,Just Bunny,Yes,No,3.5,11,+91 9538040291,Jayanagar,Quick Bites,Fast Food,200,Rated 5.0'/ 'RATED-  Amazing comfort food served/ loved every bit of it! The curries served here are indo-southafrican cuisine. If you are bored of regular food and taste/ this place is a must try!,notAvailable,Delivery,Banashankari,"NetBanking, CreditCard, DebitCard",30,170,yes
https://www.zomato.com/bangalore/bakers-town-kumaraswamy-layout?context=eyJzZSI6eyJlIjpbIjE4Mzk2NzczIiwiMTgzNzk2NzIiLCIxODQyMjkwNyIsIjE4NTgxMTkxIiwxODU4MTE0NSwiMTg1OTUyNjIiLCIxODU3NjY2NyIsIjE4NTYyOTcwIiwiMTg1NjYxMjEiLCIxODU3MDY4NCIsIjE4NTc0Mjc3IiwiMTg2MDI4MTUiLCIxODYwMjQ5MyIsIjE4NDg3MjE1IiwiMTg0ODkxMjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,269/ JHBCS Layout/ 2nd Main Road/ Teacher's Colony/ Kumaraswamy Layout/ Bangalore,Bakers Town,Yes,No,3.8,77,+91 8884550298,Kumaraswamy Layout,Cafe,Cafe/ Continental/ Fast Food,650,Rated 4.0'/ 'RATED-  Very small and adorable ambience. Ordered chicken nuggets/ zinger burger and Cesar salad which was all delicious. Budget friendly. Lovely service. Good food. Presentation of the food is really good.--epicuresdelight.blogspot.com,notAvailable,Delivery,Banashankari,"GPay, PhonePe, Paytm",25,140,yes
https://www.zomato.com/bangalore/shree-mahalakshmi-sweets-banashankari?context=eyJzZSI6eyJlIjpbIjE4Mzc5NjcyIiwiMTg0MjI5MDciLCIxODU4MTE5MSIsIjE4NTgxMTQ1IiwxODU5NTI2MiwiMTg1NzY2NjciLCIxODU2Mjk3MCIsIjE4NTY2MTIxIiwiMTg1NzA2ODQiLCIxODU3NDI3NyIsIjE4NjAyODE1IiwiMTg2MDI0OTMiLCIxODQ4NzIxNSIsIjE4NDg5MTIyIiwiMTg0MzQ0NDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,344/ 50 Feet Road/ Dasarhalli/ Srinagar/ Banashankari/ Bangalore,Shree Mahalakshmi Sweets,Yes,No,3.2,8,+91 7899900144,Banashankari,Sweet Shop,Mithai/ Street Food,100,Rated 4.0'/ 'RATED-  Taste was amazing,notAvailable,Delivery,Banashankari,"NetBanking, CreditCard, DebitCard",40,100,no
https://www.zomato.com/bangalore/kaapi-kendra-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDIyOTA3IiwiMTg1ODExOTEiLCIxODU4MTE0NSIsIjE4NTk1MjYyIiwxODU3NjY2NywiMTg1NjI5NzAiLCIxODU2NjEyMSIsIjE4NTcwNjg0IiwiMTg1NzQyNzciLCIxODYwMjgxNSIsIjE4NjAyNDkzIiwiMTg0ODcyMTUiLCIxODQ4OTEyMiIsIjE4NDM0NDQ0IiwiMTg0NzIwMTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,278/ 34th Cross Road/ 4th Block/ Jayanagar/ Bangalore,Kaapi Kendra,Yes,No,3.7,14,+91 8277264556,Jayanagar,Quick Bites,South Indian,100,"Rated 5.0'/ ""RATED-  I loved their filter Coffee....it was just puurfect... It's location is also good since it's in main road. Service is quick and it's budget friendly.",['Aloo Samosa'/ 'Veg Puff Roll'/ 'Vada Pav'/ 'Egg Bhurji Puff Roll'/ 'Cold Coffee'/ 'Aloo Samosa'/ 'Veg Puff Roll'/ 'Paneer Puff Roll'/ 'Capsicum Stuffed Bun'/ 'Peanut Masala Bun'/ 'Masala Bun Maska'/ 'Vada Pav'/ 'Egg Bhurji Puff Roll'/ 'Masala Maggi'/ 'Veg Atta Maggi'/ 'Oats Maggi'/ 'Filter Coffee'/ 'Jaggery Filter Coffee'/ 'Black Coffee'/ 'Sugarless Coffee'/ 'Desi Chai'/ 'Ginger Chai'/ 'Masala Chai'/ 'Jaggery Chai'/ 'Sugarless Chai'/ 'Lemon Chai'/ 'Ginger Chai'/ 'Ginger Lemon Chai'/ 'Green Chai'/ 'Apple Ice Tea'/ 'Cranberry Ice Tea'/ 'Peach Ice Tea'/ 'Lemon Ice Tea'/ 'Ginger Lemon Ice Tea'/ 'Sweet Lassi'/ 'Masala Lassi'/ 'Chocolate Milkshake'/ 'Strawberry Milkshake'/ 'Mango Milkshake'/ 'Blackcurrant Milkshake'/ 'Cold Coffee'],Delivery,Banashankari,"CreditCard, Cash",45,100,yes
https://www.zomato.com/bangalore/ivy-kumaraswamy-layout?context=eyJzZSI6eyJlIjpbIjE4NTgxMTkxIiwiMTg1ODExNDUiLCIxODU5NTI2MiIsIjE4NTc2NjY3IiwxODU2Mjk3MCwiMTg1NjYxMjEiLCIxODU3MDY4NCIsIjE4NTc0Mjc3IiwiMTg2MDI4MTUiLCIxODYwMjQ5MyIsIjE4NDg3MjE1IiwiMTg0ODkxMjIiLCIxODQzNDQ0NCIsIjE4NDcyMDE0IiwiMTg0NTcwMDEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,1616/ 50 Feet Main Road/ 1st Stage/ Kumaraswamy Layout/ Bangalore,Ivy,Yes,No,3.8,210,080 42292888,Kumaraswamy Layout,Casual Dining,North Indian/ Chinese/ Fast Food,600,Rated 4.0'/ 'RATED-  Grill chicken and shawarma is one on the best u can get .-All the grill and tandoori items are the best.-,notAvailable,Delivery,Banashankari,"NetBanking, CreditCard, DebitCard",35,170,no
https://www.zomato.com/bangalore/the-airos-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTgxMTQ1IiwiMTg1OTUyNjIiLCIxODU3NjY2NyIsIjE4NTYyOTcwIiwxODU2NjEyMSwiMTg1NzA2ODQiLCIxODU3NDI3NyIsIjE4NjAyODE1IiwiMTg2MDI0OTMiLCIxODQ4NzIxNSIsIjE4NDg5MTIyIiwiMTg0MzQ0NDQiLCIxODQ3MjAxNCIsIjE4NDU3MDAxIiwiMTg0NjM4NDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,22/ 2nd Main Road/ National College Road/ 7th Block/ Jayanagar/ Bangalore,The Airos,Yes,No,4.1,130,+91 7026390001,Jayanagar,Cafe,Cafe/ Italian/ Pizza,650,Rated 3.0'/ 'RATED-  Had been for reviewing here!-Well/the place is just located opposite to the National college in jayanagar 7th block.-This cafe welcomes you with the plants kept outside which I really liked.-The place is small and clean with cute little seatings ,notAvailable,Delivery,Banashankari,"CreditCard, Cash",50,80,no
https://www.zomato.com/bangalore/chai-kraft-1-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NTk1MjYyIiwiMTg1NzY2NjciLCIxODU2Mjk3MCIsIjE4NTY2MTIxIiwxODU3MDY4NCwiMTg1NzQyNzciLCIxODYwMjgxNSIsIjE4NjAyNDkzIiwiMTg0ODcyMTUiLCIxODQ4OTEyMiIsIjE4NDM0NDQ0IiwiMTg0NzIwMTQiLCIxODQ1NzAwMSIsIjE4NDYzODQ0IiwiMTg1MDAwMjAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,146/ 6th C Main Road/ 1st Block/ Jayanagar/ Bangalore,Chai Kraft,Yes,No,4.1,30,+91 9946666099,Jayanagar,Beverage Shop,Beverages/ Tea,100,Rated 4.0'/ 'RATED-  Ginger Chai and masala Chai were amazing ??-They prepare coffee in brass utensils/ nice vibes.-Recommended-Taste 5/5-Hygiene 4.5/5-Serving size 4/5-Price 3.5/5,notAvailable,Delivery,Banashankari,"CreditCard, DebitCard, Cash",25,80,yes
https://www.zomato.com/bangalore/kirthis-biryani-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTc2NjY3IiwiMTg1NjI5NzAiLCIxODU2NjEyMSIsIjE4NTcwNjg0IiwxODU3NDI3NywiMTg2MDI4MTUiLCIxODYwMjQ5MyIsIjE4NDg3MjE1IiwiMTg0ODkxMjIiLCIxODQzNDQ0NCIsIjE4NDcyMDE0IiwiMTg0NTcwMDEiLCIxODQ2Mzg0NCIsIjE4NTAwMDIwIiwiMTg1MjkxNTAiLCIxODU0MTI1NiIsIjE4NTQxNjM4IiwiMTg1NDE1NzIiLCIxODUyNDg2MyIsIjE4NTIzOTQwIiwiMTg1NTIyNTEiLCIxODU0NzI5MCIsIjE4NTM3Nzg5IiwiMTg2MDM0NzQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,405/ 24th Cross/ 9th Main/ 2nd Stage/ Banashankari/ Bangalore,Kirthi's Biryani,Yes,No,3.8,144,080 26711554 and  and +91 9741406338,Banashankari,Cafe,Chinese/ Cafe/ Italian,700,"Rated 3.0'/ ""RATED-  New place.. though it's a biryani place/I tried Chinese food. Best thing is the quantity/ too good for the price. Food was kind of ok/not great. Definitely worth the price. A slight improvement with the taste will make the place a favourite.",notAvailable,Delivery,Banashankari,Cash,20,200,yes
https://www.zomato.com/bangalore/south-point-pub-1-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NTYyOTcwIiwiMTg1NjYxMjEiLCIxODU3MDY4NCIsIjE4NTc0Mjc3IiwxODYwMjgxNSwiMTg2MDI0OTMiLCIxODQ4NzIxNSIsIjE4NDg5MTIyIiwiMTg0MzQ0NDQiLCIxODQ3MjAxNCIsIjE4NDU3MDAxIiwiMTg0NjM4NDQiLCIxODUwMDAyMCIsIjE4NTI5MTUwIiwiMTg1NDEyNTYiLCIxODU0MTYzOCIsIjE4NTQxNTcyIiwiMTg1MjQ4NjMiLCIxODUyMzk0MCIsIjE4NTUyMjUxIiwiMTg1NDcyOTAiLCIxODUzNzc4OSIsIjE4NjAzNDc0Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,54/ Rashtriya Vidyalaya Road/ 2nd Block/ Basavanagudi/ Bangalore,South Point Pub,Yes,No,3.4,11,080 26563642 and  and +91 9482717555,Basavanagudi,Bar,North Indian/ Seafood/ Chinese,800,Rated 4.0'/ 'RATED-  Indeed a good place. This place is not very posh but calm place to hangout. It is just below the southend metro station . The food here is really affordable & the quality as well as quantity is up to the mark. The prices of the liquor is also nominal. Masala papad n baby corn manchuri is our all time favorite which is always accompanied by one large budwiser ??. The staff here are very kind and they do good service. Food is prepared quite quickly and served.,notAvailable,Delivery,Banashankari,Cash,15,60,no
https://www.zomato.com/bangalore/the-trundle-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NTY2MTIxIiwiMTg1NzA2ODQiLCIxODU3NDI3NyIsIjE4NjAyODE1IiwxODYwMjQ5MywiMTg0ODcyMTUiLCIxODQ4OTEyMiIsIjE4NDM0NDQ0IiwiMTg0NzIwMTQiLCIxODQ1NzAwMSIsIjE4NDYzODQ0IiwiMTg1MDAwMjAiLCIxODUyOTE1MCIsIjE4NTQxMjU2IiwiMTg1NDE2MzgiLCIxODU0MTU3MiIsIjE4NTI0ODYzIiwiMTg1MjM5NDAiLCIxODU1MjI1MSIsIjE4NTQ3MjkwIiwiMTg1Mzc3ODkiLCIxODYwMzQ3NCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,34/1/ 2nd & 3rd Floor/ 36th Cross/ 6th Main/ 4th Block/ Jayanagar/ Bangalore,The Trundle,Yes,No,3.7,133,+91 9986520008,Jayanagar,Casual Dining,Chinese/ Thai/ Continental/ North Indian,700,Rated 4.0'/ 'RATED-  The best restaurant around jayanagar for perfect blend multi cuisine.-They have wide range of food options and recently they have upgraded their menu.-Love their presentation and the yummy flavors. The only thing that this place misses out is on Tom kha but never mind they have other things to focus on.-Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x93Dum murghÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x94 - cheesy chicken served in matka is a must try.--Food - 4.5/5-Ambience - 4.5/5-Value for money - 4/5,notAvailable,Delivery,Banashankari,"PhonePe, GPay, NetBanking",45,130,yes
https://www.zomato.com/bangalore/the-krishna-grand-xpress-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NTcwNjg0IiwiMTg1NzQyNzciLCIxODYwMjgxNSIsIjE4NjAyNDkzIiwxODQ4NzIxNSwiMTg0ODkxMjIiLCIxODQzNDQ0NCIsIjE4NDcyMDE0IiwiMTg0NTcwMDEiLCIxODQ2Mzg0NCIsIjE4NTAwMDIwIiwiMTg1MjkxNTAiLCIxODU0MTI1NiIsIjE4NTQxNjM4IiwiMTg1NDE1NzIiLCIxODUyNDg2MyIsIjE4NTIzOTQwIiwiMTg1NTIyNTEiLCIxODU0NzI5MCIsIjE4NTM3Nzg5IiwiMTg2MDM0NzQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,183/28/ 2nd Main Road/ 36th B Cross/ 7th Block/ Jayanagar/ Bangalore,The Krishna Grand Xpress,Yes,No,4.0,136,+91 9845108265,Jayanagar,Quick Bites,South Indian/ Fast Food,350,Rated 3.0'/ 'RATED-  There was a long waiting time for the food to get ready/ we had ordered just basic north Indian and South Indian meals. The food taste was just mediocre. We also tried Arabian pulpy juice/ as per the brand.... it was yum.,['Chow Chow Bhat'/ 'Masala Dosa'/ 'Onion Rava Dosa'/ 'Rava Masala Dosa'/ '2 Idli and 1 Vada'/ 'Khara Bhat'/ 'Kesari Bhat'/ 'Rice Bhat'/ 'Chow Chow Bhat'/ 'Plain Dosa'/ 'Masala Dosa'/ 'Set Dosa'/ 'Onion Dosa'/ 'Rava Dosa'/ 'Onion Rava Dosa'/ 'Rava Masala Dosa'/ 'Open Butter Dosa'/ 'Idli'/ 'Rava Idli'/ 'Ghee Idli'/ 'Vada'/ '1 Idli and 1 Vada'/ '2 Idli and 1 Vada'/ 'Curd Vada'/ 'Poori Sagu [2 Pieces]'/ 'Gulab Jamun'/ 'Coffee'/ 'Tea'/ 'Fresh Lime Juice'/ 'Grape Juice'/ 'Mosambi Juice'/ 'Orange Juice'/ 'Pineapple Juice'/ 'Watermelon Juice'/ 'Muskmelon Juice'/ 'Sweet Lassi'/ 'Special Lassi'/ 'Buttermilk'/ 'Badam Milk'],Delivery,Banashankari,"CreditCard, DebitCard, Cash",50,200,no
https://www.zomato.com/bangalore/sri-krishna-darshini-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NTc0Mjc3IiwiMTg2MDI4MTUiLCIxODYwMjQ5MyIsIjE4NDg3MjE1IiwxODQ4OTEyMiwiMTg0MzQ0NDQiLCIxODQ3MjAxNCIsIjE4NDU3MDAxIiwiMTg0NjM4NDQiLCIxODUwMDAyMCIsIjE4NTI5MTUwIiwiMTg1NDEyNTYiLCIxODU0MTYzOCIsIjE4NTQxNTcyIiwiMTg1MjQ4NjMiLCIxODUyMzk0MCIsIjE4NTUyMjUxIiwiMTg1NDcyOTAiLCIxODUzNzc4OSIsIjE4NjAzNDc0Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,60/2/ Sajjan Rao Circle/ V V Puram/ Basavanagudi/ Bangalore,Sri Krishna Darshini,Yes,No,3.1,4,+91 9845006344 and  and 080 26678386,Basavanagudi,Quick Bites,South Indian/ North Indian/ Chinese,200,Rated 4.0'/ 'RATED-  Good tast,notAvailable,Delivery,Banashankari,"CreditCard, Cash",30,110,yes
https://www.zomato.com/bangalore/shringar-sweets-snacks-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NjAyODE1IiwiMTg2MDI0OTMiLCIxODQ4NzIxNSIsIjE4NDg5MTIyIiwxODQzNDQ0NCwiMTg0NzIwMTQiLCIxODQ1NzAwMSIsIjE4NDYzODQ0IiwiMTg1MDAwMjAiLCIxODUyOTE1MCIsIjE4NTQxMjU2IiwiMTg1NDE2MzgiLCIxODU0MTU3MiIsIjE4NTI0ODYzIiwiMTg1MjM5NDAiLCIxODU1MjI1MSIsIjE4NTQ3MjkwIiwiMTg1Mzc3ODkiLCIxODYwMzQ3NCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,12/ Ground Floor/ R V Road/ Near Southend Metro Station/ Basavanagudi/ Bangalore,Shringar Sweets & Snacks,Yes,No,3.5,11,+91 9606504043,Basavanagudi,Sweet Shop/ Quick Bites,Mithai/ South Indian/ Street Food/ Fast Food,200,"Rated 5.0'/ ""RATED-  Great food and must try the Gulab Jamun here - Highly recommended ",notAvailable,Delivery,Banashankari,"NetBanking, CreditCard, DebitCard",25,130,no
https://www.zomato.com/bangalore/udupi-grand-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NjAyNDkzIiwiMTg0ODcyMTUiLCIxODQ4OTEyMiIsIjE4NDM0NDQ0IiwxODQ3MjAxNCwiMTg0NTcwMDEiLCIxODQ2Mzg0NCIsIjE4NTAwMDIwIiwiMTg1MjkxNTAiLCIxODU0MTI1NiIsIjE4NTQxNjM4IiwiMTg1NDE1NzIiLCIxODUyNDg2MyIsIjE4NTIzOTQwIiwiMTg1NTIyNTEiLCIxODU0NzI5MCIsIjE4NTM3Nzg5IiwiMTg2MDM0NzQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,49/ South End Road/ Nagasandra Circle/ Basavanagudi/ Bangalore,Udupi Grand,Yes,No,3.8,74,+91 9242115999 and  and +91 9591322733,Basavanagudi,Quick Bites,South Indian/ North Indian/ Chinese,300,Rated 4.0'/ 'RATED-  Avarekalu dosa 1 st time tried it was awesome ! Udupi grand tea like Kadak tea awesome just like home tea . Also ambiance nice . Dosa Avarekalu with texture with Coconut chatni .,notAvailable,Delivery,Banashankari,"PhonePe, GPay, NetBanking",45,180,no
https://www.zomato.com/bangalore/ganesh-grand-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NDg3MjE1IiwiMTg0ODkxMjIiLCIxODQzNDQ0NCIsIjE4NDcyMDE0IiwxODQ1NzAwMSwiMTg0NjM4NDQiLCIxODUwMDAyMCIsIjE4NTI5MTUwIiwiMTg1NDEyNTYiLCIxODU0MTYzOCIsIjE4NTQxNTcyIiwiMTg1MjQ4NjMiLCIxODUyMzk0MCIsIjE4NTUyMjUxIiwiMTg1NDcyOTAiLCIxODUzNzc4OSIsIjE4NjAzNDc0Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,91/1/ Ganesh Mahal Building/ Sirsi Road/ Chamarajpet/ Basavanagudi/ Bangalore,Ganesh Grand,Yes,No,3.7,30,080 26700948,Basavanagudi,Quick Bites,South Indian/ North Indian/ Desserts,300,Rated 4.0'/ 'RATED-  I visited Ganesh Grand last week along with my family for dinner and we were quite happy with the overall service of the restaurant.-This restaurant is run by the famous Ganesh Sweets Chain of Chamrajpet fame.-The restaurant is a multi stored building which has party hall/ AC seating dining area and Non AC seating ground floor section. We chose to dine in the ac lounge.-The interiors were bright and neatly maintained. We started of by ordering Baby Corn Manchrian which was crisp and medium spicy. Our next order was Butter Naan/ Kulchas and Veg Kohlapuri.-The Naan and kulcha were very soft and buttery and the gravy was very rich and thick and was a delight.-Our next order was Tawa Pulav which was served alongside Raitha and was upto the expectation.-They serve good quality food and the pricing is very reasonable which makes it a very good and a dependable option.--Ambience - 4-Food quality - 4-Food quantity - 3.5-Staff - 3.5-Pricing - 4,notAvailable,Delivery,Banashankari,"CreditCard, DebitCard, Cash",15,70,no
https://www.zomato.com/bangalore/shreyas-upahar-burger-point-basavanagudi-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDg5MTIyIiwiMTg0MzQ0NDQiLCIxODQ3MjAxNCIsIjE4NDU3MDAxIiwxODQ2Mzg0NCwiMTg1MDAwMjAiLCIxODUyOTE1MCIsIjE4NTQxMjU2IiwiMTg1NDE2MzgiLCIxODU0MTU3MiIsIjE4NTI0ODYzIiwiMTg1MjM5NDAiLCIxODU1MjI1MSIsIjE4NTQ3MjkwIiwiMTg1Mzc3ODkiLCIxODYwMzQ3NCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,Jain Temple Street/ V.V.Puram/ Basavanagudi/ Bangalore,Shreyas Upahar & Burger Point,Yes,No,3.0,7,+91 9980990800,Basavanagudi,Quick Bites,South Indian/ Burger,200,Rated 4.5'/ 'RATED-  If you are looking for a authentic home made food then this is your hardstop.-You can try the idly and vada with variety of rice every day then in the afternoon you can taste the Ragi ball I.e./ mudde or chapatti meals with variety of payasa-Also you will get tasty and lip smacking burgers here the maharaja burger is very famous try once,notAvailable,Delivery,Banashankari,"Paytm, GPay",20,160,no
https://www.zomato.com/bangalore/coffee-tindi-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDM0NDQ0IiwiMTg0NzIwMTQiLCIxODQ1NzAwMSIsIjE4NDYzODQ0IiwxODUwMDAyMCwiMTg1MjkxNTAiLCIxODU0MTI1NiIsIjE4NTQxNjM4IiwiMTg1NDE1NzIiLCIxODUyNDg2MyIsIjE4NTIzOTQwIiwiMTg1NTIyNTEiLCIxODU0NzI5MCIsIjE4NTM3Nzg5IiwiMTg2MDM0NzQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,27th Cross Rd/ Banashankari Stage II/ Banashankari/ Bangalore,Coffee Tindi,Yes,No,3.8,75,+91 9945758046,Banashankari,Cafe/ Quick Bites,Cafe/ South Indian,200,Rated 5.0'/ 'RATED-  please provide some extra sambal the quantity was very less,['2 Idly 1 Vada'/ 'Masala Dosa'/ 'Set Dosa'/ 'Rice Bhath'/ 'Poori'/ 'Mangalore Buns'/ '2 Idly'/ 'Vada'/ '2 Idly 1 Vada'/ '1 Idly 1 Vada'/ 'Khara Bhath'/ 'Kesari Bhath'/ 'Chow Chow Bhath'/ 'Masala Dosa'/ 'Plain Dosa'/ 'Set Dosa'/ 'Onion Dosa'/ 'Rice Bhath'/ 'Poori'/ 'Mangalore Buns'/ 'Musk Melon Juice'/ 'Pineapple Juice'/ 'Watermelon Juice'/ 'Lime Juice'],Delivery,Banashankari,"CreditCard, Cash",45,50,no
https://www.zomato.com/bangalore/little-cafe-6-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NDcyMDE0IiwiMTg0NTcwMDEiLCIxODQ2Mzg0NCIsIjE4NTAwMDIwIiwxODUyOTE1MCwiMTg1NDEyNTYiLCIxODU0MTYzOCIsIjE4NTQxNTcyIiwiMTg1MjQ4NjMiLCIxODUyMzk0MCIsIjE4NTUyMjUxIiwiMTg1NDcyOTAiLCIxODUzNzc4OSIsIjE4NjAzNDc0IiwiMTg2MDU5ODciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,21/National High School Road/VV Puram/ Basavanagudi/ Bangalore,Little Cafe,Yes,No,3.7,54,+91 9741248269,Basavanagudi,Cafe,Cafe/ Beverages,600,Rated 4.0'/ 'RATED-  Name itself describes it little cafe ?? but itÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s has big space in our heart ? i have tired many things here rose the magic (shak,notAvailable,Delivery,Banashankari,"CreditCard, DebitCard, Cash",50,70,yes
